halqa_id,name,political_party,votes_2013,,
PP-27,Chaudhary Muhammad Abid,Pakistan Muslim League,25586,,
PP-27,Ejaz Ahmed,Jamaat-e-Islami Pakistan,5621,,
PP-27,Muhammad Anayat,All Pakistan Muslim League,92,,
PP-27,Muhammad Safdar,Independent,251,,
PP-27,Nazar Hussain,Pakistan Muslim League (N),49069,,
PP-27,Raja Adeel Duad,Independent,1107,,
PP-27,Raja Muhammad Mazhar Ali Khan,Muttahida Qaumi Movement Pakistan,882,,
PP-27,Riaz Ahmad,Pakistan Peoples Party Parliamentarians,2737,,
PP-27,Shah Nawaz Raja,Independent,22637,,
PP-27,Tahir Asif Chaudhary,Pakistan Tehreek-e-Insaf,8465,,
PP-28,Chaudhry Muhammad Arshad Gadhi,Muttahida Qaumi Movement Pakistan,148,,
PP-28,Doctor Mukhtar Ahmad Bharath,Pakistan Muslim League (N),58531,,
PP-28,Hassan Inam Piracha,Pakistan Tehreek-e-Insaf,32657,,
PP-28,Malik Rizwan Asif Ghughiat,Pakistan Peoples Party Parliamentarians,6749,,
PP-28,Muhammad Anwar Raza,Pakistan Falah Party,101,,
PP-28,Muhammad Hussain,Independent,188,,
PP-28,Rana Khursheed Ali Khan,Jamaat-e-Islami Pakistan,2888,,
PP-28,Shafique Ahmad Qadri,Pakistan Sunni Tehreek,93,,
PP-29,Chaudhary Asif Yar Ranjha,Independent,20,,
PP-29,Chaudhary Rafaqat Hussain Warriach,Jamaat-e-Islami Pakistan,9936,,
PP-29,Ghulam Dastagir Lak,Pakistan Muslim League (N),47559,,
PP-29,Haji Bashir Hussain Baloch,Muttahida Qaumi Movement Pakistan,139,,
PP-29,Khalid Mehmood Arian,Independent,51,,
PP-29,Khaliq Dad Parhar,Millat Party,0,,
PP-29,Khaliq Dad Parhar,Pakistan Peoples Party Parliamentarians,17983,,
PP-29,Mehar Muhammad Yar Khan Lak,Independent,75,,
PP-29,Mehar Rab Nawaz Lak,Pakistan Muslim League,13162,,
PP-29,Muhammad Asad Ullah khan Maken,Independent,29,,
PP-29,Muyasir Ahmad Gujjar,Independent,519,,
PP-29,Nasir Ali Warriach,Pakistan Tehreek-e-Insaf,10547,,
PP-29,Qari Ghulam Rasool Chishti,Pakistan Falah Party,126,,
PP-29,Rao Abdul Wajid Khan,Independent,10,,
PP-29,Rao Tahir Musharaf,Independent,156,,
PP-29,Rehmat Ilahi Wazir,Independent,529,,
PP-29,Shehzadi Lak,Independent,291,,
PP-29,Syed Naveed Anjum Bukhari,Independent,37,,
PP-29,Syeda Shamsa Batool,Independent,76,,
PP-30,ANSAR ABBAS,Independent,7089,,
PP-30,CAPTIAN RETIRED MUHAMMAD AKRAM RANJHA,Independent,56,,
PP-30,CHAUDHRY MUHAMMAD AFZAL MURRAR ADVOCATE,Independent,714,,
PP-30,CHAUDHRY TAHIR AHMAD SINDHU ADOVOCATE,Pakistan Muslim League (N),37624,,
PP-30,DOCTOR SYED AHMAD MUKHTAR SHAH,Muttahida Qaumi Movement Pakistan,102,,
PP-30,MIAN ABDUL QADEER AHMAD,Independent,9527,,
PP-30,MIAN AHMAD SHER RANJHA,Independent,359,,
PP-30,MIAN NASEER AHMAD,Independent,132,,
PP-30,MUHAMMAD ASHRAF GONDAL,Pakistan Peoples Party Parliamentarians,5138,,
PP-30,MUHAMMAD YOUNIS QADRI,Jamiat Ulama-e-Pakistan (Noorani),314,,
PP-30,NAEEM AHMAD YAR JASPAL,Pakistan Tehreek-e-Insaf,3762,,
PP-30,RAO ABDUL QAYOOM,Independent,15786,,
PP-30,RAO MUHAMMAD USMAN,Independent,293,,
PP-30,RAO SAJID MEHMOOD,Independent,974,,
PP-30,SARDAR SHOUKAT ALI SAFDAR,Independent,412,,
PP-30,SYED FIDA HUSSAIN SHAH,Independent,3034,,
PP-31,ABID ALI MEHMOOD,Mohajir Qaumi Movement Pakistan,104,,
PP-31,AHMAD SHER SIPRA,Jamaat-e-Islami Pakistan,1232,,
PP-31,ANSAR IQBAL HARAL,Pakistan Tehreek-e-Insaf,12235,,
PP-31,ASMA ISLAM SHEIKH,Independent,937,,
PP-31,EHSAN ULLAH RANJHA ADOVOCATE,Independent,57,,
PP-31,KHALID SAFDAR MAKHDOOM,Independent,3241,,
PP-31,MALIK SHAH NAWAZ JALIP,Independent,98,,
PP-31,MIAN MAZHAR ALI RANJHA,Independent,13985,,
PP-31,MIAN MUNAZIR HUSSAIN RANJHA,Pakistan Muslim League (N),29841,,
PP-31,MUHAMMAD ASLAM,Independent,15321,,
PP-31,NAFEES AHMAD KHAN LODHI,Independent,185,,
PP-31,ZEESHAN AHMAD ALI RANJHA,Independent,3353,,
PP-32,Ch Aamir Sultan Cheema,Pakistan Muslim League,55358,,
PP-32,Ch Muhammad Arshad Dhillon,Independent,1275,,
PP-32,Ch Muhammad Yaseen Gujjar,Muttahida Qaumi Movement Pakistan,295,,
PP-32,Ch Umer Afzal Sial,Independent,161,,
PP-32,Ch Waris Nadeem Warraich,Independent,68,,
PP-32,Hafiz Farhan Ahmed Gujjar,Jamaat-e-Islami Pakistan,7295,,
PP-32,Malik Shoaib Awan,Pakistan Muslim League (N),43221,,
PP-32,Muhammad Bilal Imtiaz Chatha,Independent,231,,
PP-32,Saud ul Hassan Chatha,Pakistan Tehreek-e-Insaf,5098,,
PP-33,Ch Javed Iqbal,Independent,42,,
PP-33,Ch Tariq Mehmood Arain,Independent,4,,
PP-33,Chaudhry Abdul Razaq Dhiloon,Pakistan Muslim League (N),58714,,
PP-33,Chaudhry Adnan Hasan Gill,Independent,6,,
PP-33,Chaudhry Ali Asif Bagga,Pakistan Tehreek-e-Insaf,19637,,
PP-33,Chaudhry Javed Anwar Combo Advocate,Independent,21,,
PP-33,Dr Liaqat Ali Khan,Independent,93,,
PP-33,Gulzar Ahmed,Independent,200,,
PP-33,Haji Muhammad Akram Ansari,Independent,787,,
PP-33,Khalid Pervaiz Khan,Independent,330,,
PP-33,Mirza Muhammad Ilyas baig,Independent,16,,
PP-33,Muhammad Amjad Gogi,Independent,9,,
PP-33,Muhammad Aslam,Independent,165,,
PP-33,Muhammad Aslam Arain,Jamiat Ulama-e-Islam (F),5939,,
PP-33,Muhammad Imran Rasheed,Independent,14,,
PP-33,Muhammad Naeem Akhta Arain Almarof Naeem,All Pakistan Muslim League,46,,
PP-33,Naina Lal,Independent,433,,
PP-33,Rana Muhammad Munir,Independent,49,,
PP-33,Rao Muhammad Sarwar,Independent,30,,
PP-33,Rao Rahat Ali Khan,Independent,209,,
PP-33,Shehzad Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,10345,,
PP-33,Sheikh Azhar Amin Advocate,Muttahida Qaumi Movement Pakistan,235,,
PP-33,Sumeer Ayaz Sohatora,Independent,1196,,
PP-33,Zafar Saleem Bhai,Independent,51,,
PP-33,Zulifqar Ali Baig,Independent,314,,
PP-34,Adeel Iqbal Sulehria Advocate,Independent,17,,
PP-34,Ansar Majeed Khan Niazi,Pakistan Tehreek-e-Insaf,23676,,
PP-34,Asif Iqbal Sheikh,Independent,34,,
PP-34,Ch Muhammad Abu Bakar Batth,Independent,113,,
PP-34,Ch Muhammad Arshad Arain,Independent,247,,
PP-34,Ch Shamshad Ali Tahir,Independent,17,,
PP-34,Ch Waris Nadeem Warriach,Independent,20,,
PP-34,Dr Liaqat Ali Khan,Independent,13,,
PP-34,Dr Nadia Aziz,Pakistan Muslim League (N),33853,,
PP-34,Ejaz Ahmed Kahloon,Independent,5415,,
PP-34,Farakh Nazir,Independent,7,,
PP-34,Hafiz Abdul Rauf,Jamiat Ulama-e-Islam (F),2599,,
PP-34,Hafiz Rai Abdur Rehman Sahi,Independent,53,,
PP-34,Imran Hussain,Majlis-e-Wahdat-e-Muslimeen Pakistan,1983,,
PP-34,Khan Asif Khan,Pakistan Peoples Party Parliamentarians,3345,,
PP-34,Malik Fakhar Sultan,Independent,10,,
PP-34,MalikTahir Farooq,Independent,50,,
PP-34,Mehar Mohsin Raza,Independent,10,,
PP-34,Mian Izhar ul Haq,Jamaat-e-Islami Pakistan,3262,,
PP-34,Muhammad Bilal Imtiaz,Tehreek-e-Tahafuze Pakistan,25,,
PP-34,Muhammad Tabraiz Gill,Independent,14,,
PP-34,Mushtaq Ahmed Ansari,Pakistan Sunni Tehreek,25,,
PP-34,Navid Ahmed Aslam Warriach,Independent,10,,
PP-34,Shahzad Ahmed Cheema,Independent,13,,
PP-34,Sheikh Ejaz Ahmed,Independent,23,,
PP-34,Shoukat Maqbool Goraya,All Pakistan Muslim League,92,,
PP-34,Umer Hayat,Independent,7,,
PP-34,Zulifqar Ali Chisti Sabri,Muttahida Qaumi Movement Pakistan,25,,
PP-35,Abdul Haq Bhatti,Independent,65,,
PP-35,Abdul Wahid Arain,Independent,1070,,
PP-35,Asad Hamayon Gujjar,Independent,31,,
PP-35,Barrister Abdullah Mumtaz Kahloon,Independent,583,,
PP-35,Ch. Abdur Razaq Gujjar Qadri,Independent,4903,,
PP-35,Ch. Faisal Farooq Cheema,Independent,41853,,
PP-35,Malik Zafar Iqbal Awan,Muttahida Qaumi Movement Pakistan,51,,
PP-35,Mian Muhammad Ramzan Azad,Awami Warkers Party,430,,
PP-35,Mian Muhammad Sher Nangiana,Pakistan Peoples Party Parliamentarians,12319,,
PP-35,Muhammad Ali Gujjar Advocate,Independent,2682,,
PP-35,Muhammad Ali Rauf,Independent,194,,
PP-35,Muhammad Javaid Iqbal Cheema,Jamaat-e-Islami Pakistan,5107,,
PP-35,Sajad Haider,Independent,156,,
PP-35,Salman Ahmad Jajja,Independent,1810,,
PP-35,Sardar Kamil Gujjar,Pakistan Muslim League (N),31740,,
PP-35,Syed Mehmood Bakhsh Gillani,Pakistan Tehreek-e-Insaf,8637,,
PP-36,Ch. Almustansar Ahmed Cheema,Independent,494,,
PP-36,Ch. Faisal Javaid Ghumman,Independent,28398,,
PP-36,Ch. Imran Mehdi Gujjar,Pakistan Tehreek-e-Insaf,4250,,
PP-36,Ch. Muhammad Ajmal Gujjar,Independent,831,,
PP-36,Ch. Muhammad Naeem,Independent,25,,
PP-36,Ch. Muhammad Suleman Gujjar,Muttahida Qaumi Movement Pakistan,22,,
PP-36,Haji Ahmad Dholka,Jamaat-e-Islami Pakistan,484,,
PP-36,Malik Abdur Razaq Tiwana,Independent,149,,
PP-36,Malik Nazir Ahmad Sobhi,Independent,18602,,
PP-36,Maulana Muhammad Arif Rana,Jamiat Ulama-e-Islam (F),1045,,
PP-36,Muhammad Bilal Rajput,Independent,59,,
PP-36,Muhammad Sarwar,Independent,100,,
PP-36,Muhammad Shah Ali Rajput,Pakistan Peoples Party Parliamentarians,2152,,
PP-36,Muhammad Sharif Jamshed Wallah,Independent,240,,
PP-36,Rai Khurram Ziafat Panah Bhatti,Independent,6016,,
PP-36,Rai Sarfraz Khan Bhatti,Independent,149,,
PP-36,Rana Munawar Hussain Alias Rana Munawar Ghous,Pakistan Muslim League (N),37509,,
PP-36,Rana Nadeem Ahmed,Independent,133,,
PP-36,Rana Tasawar Abbas,Independent,70,,
PP-37,AKHTAR HUSSAIN KHAN,Independent,170,,
PP-37,DOCTOR GHAZANFAR ALI QAZI,Independent,4504,,
PP-37,GHULAM ALI ASGHAR LAHRI,Pakistan Tehreek-e-Insaf,31608,,
PP-37,MUHAMMAD ABDULLAH RABANA,MUTAHIDA DEENI MAHAZ,616,,
PP-37,QARI MUHAMMAD ABUBAKAR SIDDIQUI,Independent,282,,
PP-37,RANA MAHBOOB ALI KHAN,Independent,222,,
PP-37,RANA MUHAMAMD AKRAM,Independent,76,,
PP-37,RANA MUHAMMAD AKRAM RAJPOOT,Muttahida Qaumi Movement Pakistan,41,,
PP-37,SAHABZADA GHULAM NIZAM UD DEEN SIALVI,Pakistan Muslim League (N),56347,,
PP-37,SARDAR ALI ABBAS KHAN BALOCH,Independent,15,,
PP-37,SARDAR SAJJAD HUSSAIN KHAN BALOCH,Independent,13,,
PP-37,SYED LATAFAT ALI BOKHARY,Pakistan Peoples Party Parliamentarians,2779,,
PP-37,SYED MUHAMMAD RAZA ALI SHAH,Independent,8144,,
PP-38,Chaudhari iftikhar hussain gondal,Pakistan Tehreek-e-Insaf,15952,,
PP-38,Gul muhammad shah,Independent,753,,
PP-38,Malik Ahmed ishaq tiwana,Independent,5096,,
PP-38,Malik Muhammad abdullaha naich,Muttahida Qaumi Movement Pakistan,195,,
PP-38,Malik Muhammad Basher Awan Advocate,Jamaat-e-Islami Pakistan,7074,,
PP-38,Malik Muhammad Mumtaz Awan,Independent,22,,
PP-38,Molana rana Muhammad Ayub,Aalay Kalam Ullah Farman Rasool (saw),76,,
PP-38,Muhammad mazhar khan,Pakistan Peoples Party Parliamentarians,8497,,
PP-38,Muhammad mujtaba hassan shah,Independent,48,,
PP-38,Muhammad munir qureshi,Pakistan Muslim League (N),27034,,
PP-38,Muhammad samar Abbas Maikan,Independent,75,,
PP-38,SARDAR Bahadar khan Maikan,Independent,39240,,
PP-39,Dr Malik Naeem Sadiq Awan,Pakistan Peoples Party Parliamentarians,1408,,
PP-39,Faisal Aziz Malik,Independent,5692,,
PP-39,Malik Ameer Mukhtar Sangha Awan,Pakistan Tehreek-e-Insaf,38173,,
PP-39,Malik Mehmood Ul Hassan Awan,Independent,9798,,
PP-39,Malik Muhammad Asghar Awan,All Pakistan Muslim League,416,,
PP-39,Malik Muhammad Javed Iqbal Awan,Pakistan Muslim League (N),42348,,
PP-39,Malik Mukhtar Ahmed Awan,Independent,4472,,
PP-40,Karam elahi Bandial,Pakistan Muslim League (N),45854,,
PP-40,Malik Hassan Nawaz Gunjial,Pakistan Tehreek-e-Insaf,3392,,
PP-40,Muhammad Saleha Muhammad Gunjial,Independent,38541,,
PP-40,Muhammad Deen Ayub Tiwana,Independent,7328,,
PP-40,Muhammad Naveed Akhter mughal,Muttahida Qaumi Movement Pakistan,60,,
PP-40,Muhammad Zahoor Malik,Jamaat-e-Islami Pakistan,207,,
PP-40,Qazi Ghayas Ud DIN,Pakistan Peoples Party Parliamentarians,613,,
PP-41,AMER JAVED RANDHAWA,Independent,28,,
PP-41,ANWAR ARAIN,Independent,6917,,
PP-41,ATTA MUHAMMAD THAHEEM,Independent,1150,,
PP-41,BAHADAR KHAN,Awami National Party,519,,
PP-41,DOCTOR MUHAMMAD KHALID BASHIR AWAN,Pakistan Tehreek-e-Insaf,6597,,
PP-41,HAJI MUHAMMAD SHARIF KHAN,Independent,21525,,
PP-41,MALIK NAVEED ASLAM AWAN,Independent,50,,
PP-41,MUHAMMAD AKBAR BUTT,Muttahida Qaumi Movement Pakistan,116,,
PP-41,MUHAMMAD ASIF MALIK,Pakistan Muslim League (N),39818,,
PP-41,MUHAMMAD FAISAL YAQOOB,Independent,34,,
PP-41,MUHAMMAD ILYAS AWAN,Pakistan Muslim League,67,,
PP-41,MUHAMMAD UMAR ALI KHAN,Independent,15021,,
PP-41,PIR ABID HUSSAIN HASHMI,Pakistan Falah Party,435,,
PP-41,RANA QAMAR UZ ZAMAN CHAND,All Pakistan Muslim League,278,,
PP-41,SAJJAD HUSSAIN KHAN,Millat Party,0,,
PP-41,Sajjad Hussain Khan,Pakistan Peoples Party Parliamentarians,4068,,
PP-41,SYED IMRAN HYDER SHAH BUKHARI,Independent,56,,
PP-41,TANZIR UL HASSAN,Jamaat-e-Islami Pakistan,1900,,
PP-41,UBAID UR REHMAN ZIA,Independent,49,,
PP-42,ABDUR RAZZAQ,Jamiat Ulama-e-Islam (F),538,,
PP-42,GUL ASGHAR KHAN,Pakistan Tehreek-e-Insaf,7797,,
PP-42,MALIK GHULAM MUHAMMAD TIWANA,Independent,134,,
PP-42,MALIK KHUDA BUKHSH TIWANA,Independent,50148,,
PP-42,MALIK ZAFAR IQBAL BORANA,Independent,27,,
PP-42,MUHAMMAD ANWAR KHAN,Pakistan Peoples Party Parliamentarians,229,,
PP-42,MUHAMMAD IMRAN,Muttahida Qaumi Movement Pakistan,83,,
PP-42,MUHAMMAD ISMAIL,Pakistan Muslim League,166,,
PP-42,MUHAMMAD WARIS KALLU,Pakistan Muslim League (N),50616,,
PP-42,SYED GHULAM HASNAIN SHAH,All Pakistan Muslim League,48,,
PP-43,Abdul Rehman Khan alias Bubly Khan,Independent,36382,,
PP-43,Amanat Ullah Khan Shadi Khel,Pakistan Muslim League (N),37100,,
PP-43,Malik Shafi Ullah,Muttahida Qaumi Movement Pakistan,90,,
PP-43,Muhammad Jamal Ahsan Khan Isa Khel,Pakistan Tehreek-e-Insaf,31122,,
PP-43,Muhammad Khurshid Ahmad Khan,Jamaat-e-Islami Pakistan,2311,,
PP-43,Muhammad Yousaf Khan Khatak,Independent,418,,
PP-44,Abdul Wahab Khan,Jamaat-e-Islami Pakistan,3234,,
PP-44,Adil Abdullah Khan Rokhri,Pakistan Muslim League (N),40861,,
PP-44,Amir Abdullah Khan Salar,Independent,51,,
PP-44,Atta Ullah Khan,Jamiat Ulama-e-Pakistan (Noorani),131,,
PP-44,Col Retd Muhammad Hassan Khan,Independent,23,,
PP-44,Dr Muhammad Khalid Qureshi,Independent,401,,
PP-44,Dr Salah U Din Khan,Pakistan Tehreek-e-Insaf,56247,,
PP-44,Muhammad Sardar Bahahdur Babar Khan Sawans,Pakistan Peoples Party Parliamentarians,352,,
PP-44,Mujeeb Ullah Khan,Independent,87,,
PP-44,Raza Ul Mustafa Khan,Independent,7706,,
PP-45,Ahmed Khan Bhachar,Pakistan Tehreek-e-Insaf,59746,,
PP-45,Alam Sher,Muttahida Qaumi Movement Pakistan,106,,
PP-45,Ali Haider Noor Khan Niazi,Pakistan Muslim League (N),29228,,
PP-45,Gul Kamand Khan Yaru Khel,Independent,92,,
PP-45,Habib Ullah Khan Niazi,Independent,26039,,
PP-45,Hafiz Muhammad Habib Ullah Khan Bahi,Independent,64,,
PP-45,Muhammad Aslam Khan Sumbal,Independent,30,,
PP-45,Saeed Ullah Khan,Independent,183,,
PP-45,Shaista Ramzan,Independent,35,,
PP-45,Shoukat Perveiz Khan,Pakistan Peoples Party Parliamentarians,660,,
PP-46,Asif Hussain Saddiqi,Muttahida Qaumi Movement Pakistan,134,,
PP-46,Faheem Ahmed,Independent,294,,
PP-46,Malik Muhammad Feroz Joyia,Pakistan Muslim League (N),42810,,
PP-46,Muhammad Saleem,Jamaat-e-Islami Pakistan,1288,,
PP-46,Muhammad Sibtain Khan,Pakistan Tehreek-e-Insaf,53110,,
PP-46,Professor Sohail Ghuncha,Tehreek-e-Tahafuze Pakistan,194,,
PP-46,Rab Nawaz Khan,Independent,1858,,
PP-46,Rukhsana Bunyad,Pakistan Peoples Party Parliamentarians,1059,,
PP-46,Saeed Ahmed,Independent,13766,,
PP-47,AMEER MUHAMMAD KHAN,Independent,48243,,
PP-47,FAROOQ AHMED KHAN HASSAN KHAli,Independent,56,,
PP-47,IFTIKHAR HUSSAIN SHAH,Jamaat-e-Islami Pakistan,1381,,
PP-47,JAVEED IQBAL,Muttahida Qaumi Movement Pakistan,291,,
PP-47,JAVEED IQBAL,Pakistan Tehreek-e-Insaf,5021,,
PP-47,KHURSHED BEGUM,Millat Party,0,,
PP-47,Khursheed Baigum,Pakistan Peoples Party Parliamentarians,1147,,
PP-47,MOULANA GHULAM HUSSAIN RIZVI,Sunni Ittehad Council,370,,
PP-47,MUHAMMAD ARSHAD FAQIR,Pakistan Justice Party,307,,
PP-47,MUHAMMAD SANA ULLAH KHAN MASTI KHAIL,Pakistan Muslim League (N),39213,,
PP-47,MUHAMMAD YOUSAF,Jamiat Ulama-e-Islam (F),170,,
PP-47,NADEEM AHMED KHAN,Independent,184,,
PP-47,NIGHAT YASMIN BEGUM,Independent,265,,
PP-47,ZAULQARNAIN HAIDER,MUTAHIDA DEENI MAHAZ,379,,
PP-47,ZIA ULLAH KHAN,Independent,58,,
PP-48,Abdul Rauf Qurashi,Independent,31377,,
PP-48,Alamdar Hussain,Pakistan Peoples Party Parliamentarians,10308,,
PP-48,Malik Anzar Ali Kohawar,Independent,7748,,
PP-48,Malik Nazar Abbas Kohawar,Pakistan Muslim League,12499,,
PP-48,Mehrban Ali,Tehreek Tabdili Nizam Pakistan,708,,
PP-48,Moulana Muhammad AbuBakar,Independent,362,,
PP-48,Moulanan Abdul Raouf,Aalay Kalam Ullah Farman Rasool (saw),93,,
PP-48,Moulvi Ilm ud Din Khaki,Independent,83,,
PP-48,Muhammad Arshad Awan,Independent,391,,
PP-48,Muhammad Asghar Ali,Muttahida Qaumi Movement Pakistan,151,,
PP-48,Najeeb Ullah Khan,Independent,33473,,
PP-48,Rustam Ali Saqi,Jamaat-e-Islami Pakistan,170,,
PP-48,Sheikh-ul-Hadees Mufti Muhammad Ameer Abdullah Kha,Sunni Ittehad Council,953,,
PP-48,Zulqarnain Haider,MUTAHIDA DEENI MAHAZ,72,,
PP-49,Ahmad Nawaz Khan,Independent,55791,,
PP-49,Ghazanfar Abbas Chheena,Independent,64197,,
PP-49,Jahanzaib Gul,Independent,253,,
PP-49,Malik Asghar Iqbal Chheena,Pakistan Peoples Party Parliamentarians,6582,,
PP-49,Mirza Nazeer Ahmad Baig,Independent,633,,
PP-49,Muhammad Tahir Sandeela,Independent,111,,
PP-49,Muhammad Afzal Hayat Qaisar,Independent,72,,
PP-49,Muhammad Asad Javed Magassi,Independent,1491,,
PP-49,Saeed Akbar Khan,Pakistan Muslim League (N),0,,
PP-49,Syed Kashif Ali Rizvi,Muttahida Qaumi Movement Pakistan,159,,
PP-49,Tariq Hameed Khan,Pakistan Tehreek-e-Insaf,1818,,
PP-49,Yousaf Khan,Jamaat-e-Islami Pakistan,1762,,
PP-50,Ahmad Nawaz Khan,Independent,9925,,
PP-50,Amir Inayat Khan Shahani,Independent,42087,,
PP-50,Dr Abdur Rauf Awan,Sunni Ittehad Council,40,,
PP-50,Dr Nisar Hussain,Pakistan Tehreek-e-Insaf,5119,,
PP-50,Habib Ullah Khan Niwani,Pakistan Peoples Party Parliamentarians,18646,,
PP-50,Haji Malik Noor Zaman Sabir Chaboora,Muttahida Qaumi Movement Pakistan,232,,
PP-50,Malik Adil Hussain Utra,Pakistan Muslim League (N),464,,
PP-50,Malik Zaheer Ahmad Utra,Independent,33158,,
PP-50,Molana Abdul Ghafoor Haqqani,MUTAHIDA DEENI MAHAZ,7711,,
PP-50,Molana Muhammad Saffi Ullah,Jamiat Ulama-e-Islam (F),3304,,
PP-50,Muddassar Nazeer Utra,Independent,274,,
PP-50,Muhammad Gulistan Advocate,Independent,77,,
PP-50,Naveed Ahsan Niaz,Jamaat-e-Islami Pakistan,634,,
PP-50,Rafique Ahmed khan Niazi,Aalay Kalam Ullah Farman Rasool (saw),155,,
PP-50,Sajawal Shaheen Sial Timmi,Independent,830,,
PP-50,Sardar Sikander Ahmad Khan,Independent,12407,,
PP-50,Syed Mukhtar Hussain Shah Sherazi,Independent,231,,
PP-50,Yasir Raouf Khan,Independent,73,,
PP-52,Ali Ahmad Goraya,Jamaat-e-Islami Pakistan,2124,,
PP-52,Anjum Iqbal Bajwa,Independent,3149,,
PP-52,Azhar Parvaiz Bhatti,Independent,20,,
PP-52,Chaudhary Manzoor Ahmad,Pakistan Peoples Party Parliamentarians,5911,,
PP-52,Chaudhary Muhammad Mamoon Engineer,Independent,82,,
PP-52,Chaudhary Saif Ullah Cheema,Independent,5553,,
PP-52,Dr Muhammad Shafeeq Chaudhary,Independent,241,,
PP-52,Dr Tauqeer Anwaar,Pakistan Tehreek-e-Insaf,14603,,
PP-52,Ghulam Rasool,Independent,53,,
PP-52,Khushnod Ahmad Awan,Independent,30,,
PP-52,M. Afzal Sahi,Pakistan Muslim League (N),54814,,
PP-52,M. Siddique Ch. Adv,Independent,46,,
PP-52,Malik Tehseen Awan,Independent,3259,,
PP-52,Mehar Jahangir Asghar Vains,Independent,16,,
PP-52,Pir Syed Munir Hussain Shah Noori,Pakistan Sunni Tehreek,1401,,
PP-52,Rana Muhammad Sarfaraz Hamayat,Independent,29,,
PP-52,Rana Muhammad Zubair Ahsaan Khan,Independent,38,,
PP-52,Rasheeda Bibi,Independent,92,,
PP-52,Razia Parveen,Independent,319,,
PP-52,Saeed Javed,Independent,378,,
PP-52,Syda Huma Tehseen,Independent,32,,
PP-52,Umar Khatab Chaudhary,Independent,28,,
PP-52,Zafar Zulqarnain Sahi,Independent,24,,
PP-53,Abdul Rehman Rana,Pakistan Peoples Party Parliamentarians,12639,,
PP-53,Abdul Waheed Khan,Jamaat-e-Islami Pakistan,3474,,
PP-53,Aftab Akbar Choudhary,Independent,15,,
PP-53,Afzal Ghaffar Randhawa,Independent,23,,
PP-53,Asad Nawaz Khan Kalyar,Independent,17,,
PP-53,Choudhary Atiq ur Rehman Mann,Independent,175,,
PP-53,Choudhary Munir Ahmad Khan Adocate,Pakistan Muslim League (J),3289,,
PP-53,Ehsan Ullah Tarrar,Independent,420,,
PP-53,Ehtasham Tauqir Khan,Independent,8,,
PP-53,Faiaz Ul Hassan Choudhry,Independent,13,,
PP-53,Falik Sher Sikander,Independent,620,,
PP-53,Iffat Maraj Awan,Pakistan Muslim League (N),44754,,
PP-53,Khalid Mehmood Khan,Independent,1063,,
PP-53,Mahar Sajjad Hussain Haral,Independent,324,,
PP-53,Mahmood Ahmad Kalo Advocate,MUTAHIDA DEENI MAHAZ,516,,
PP-53,Malik Munir Ahmad Awan,All Pakistan Muslim League,78,,
PP-53,Malik Nawab Sher Wassir,Independent,174,,
PP-53,Malik Zafar Iqbal Khokhar,Pakistan Tehreek-e-Insaf,14996,,
PP-53,Manzoor Ali Advocate,Independent,72,,
PP-53,Mian Ali Akbar Advocate,Independent,2857,,
PP-53,Mohammad Sarfraz Tarrar,Independent,15,,
PP-53,Muhammad Akram Choudhry,Independent,5,,
PP-53,Muhammad Siddique Shah,Sunni Ittehad Council,194,,
PP-53,Muhammad Tofeeq Alam Khan,Muttahida Qaumi Movement Pakistan,461,,
PP-53,Nasim Akbar Raja,Independent,929,,
PP-53,Rai Fiaz Hussain,Independent,262,,
PP-53,Rai Ijaz Hussain,Independent,12,,
PP-53,Rai Shuja Tanveer Rahi,Independent,258,,
PP-53,Raja Nadeem Akbar,Independent,70,,
PP-53,Rana Mahtab Aftab,Independent,14,,
PP-53,Rana Sajjad Ahmad Khan,Independent,17,,
PP-53,Sardar Akbar Ali Dogar Advocate,Independent,28,,
PP-53,Sardar Khan Bahadur Dogar,Independent,121,,
PP-53,Shafqat Rana,Independent,611,,
PP-53,Shoaib Rana,Independent,101,,
PP-53,Shoukat Ali,Independent,4777,,
PP-53,Waseem Afzaal,Independent,20,,
PP-54,Aftab Akbar Choudhary,Independent,19,,
PP-54,Allama Moulana Muhammad Sajid Farooqi,Jamiat Ulama-e-Islam (F),19,,
PP-54,Asad Nawaz Khan Kalyar,Independent,18,,
PP-54,Atif Ali,Independent,57,,
PP-54,Azra Parveen,Independent,278,,
PP-54,Choudhary Azhar Hussain,Independent,1095,,
PP-54,Choudhary Sana Ullah Qamar Bajwa,Independent,158,,
PP-54,Doctor Saeed Ahmad,Jamaat-e-Islami Pakistan,2306,,
PP-54,Dr Mian Muhammad Ramzan,Sunni Ittehad Council,1381,,
PP-54,Ghulam Haider Bari,Pakistan Tehreek-e-Insaf,21989,,
PP-54,Haji Muhammad Rizwan Siddiquee,MUTAHIDA DEENI MAHAZ,34,,
PP-54,Major Retired Masood Saeed Khan,Independent,6,,
PP-54,Malik Abid Hussain Faridi,Independent,363,,
PP-54,Malik Sakandar Hayat Zaki,Tehreek-e-Emaan Pakistan,6,,
PP-54,Mohtarma Hina Ali,Independent,6,,
PP-54,Muhammad Akram Choudhary,Independent,4,,
PP-54,Muhammad Ashraf alias Ashiq Jutt,All Pakistan Muslim League,67,,
