halqa_id,name,political_party,votes_2013,,
NA-52,MUHAMMAD BASHARAT RAJA,Pakistan Muslim League,43866,,
NA-52,SYED RASHID ALI GERDAZI,Pakistan Falah Party,724,,
NA-52,TAHIR FAROOQ,Independent,187,,
NA-53,Bashir Hussain Shah,Communist Party of Pakistan,161,,
NA-53,Chaudhary Nisar Ali Khan,Pakistan Muslim League (N),102430,,
NA-53,Ghulam Sarwar khan,Pakistan Tehreek-e-Insaf,110593,,
NA-53,Hakeem Muhammad Asaad,Jamiat Ulama-e-Islam (F),1966,,
NA-53,Khawaja Muhammad imtiaz,Independent,495,,
NA-53,Khawaja Muhammad Waqar Khan,Jamaat-e-Islami Pakistan,3338,,
NA-53,Malik Azhar Mehmood,All Pakistan Muslim League,298,,
NA-53,Muhammad Sarwar,MUTAHIDA DEENI MAHAZ,657,,
NA-53,Mumtaz Ali Khan,Independent,45,,
NA-53,Pir Muhammad Saeed Ahmad Nuqshbandi,Jamiat Ulama-e-Pakistan (Noorani),1782,,
NA-53,Syed Husnain Gillani,Independent,310,,
NA-53,Syed Intikhab Hussain Shah,Pakistan Peoples Party Parliamentarians,14870,,
NA-53,Syed Intikhab Hussain Shah,Millat Party,0,,
NA-53,Zahid Mehmood kiani,Muttahida Qaumi Movement Pakistan,152,,
NA-54,ASGHAR ALI MUBARIK,Majlis-e-Wahdat-e-Muslimeen Pakistan,385,,
NA-54,CHAUDHARY IBRAR AHMED,Independent,135,,
NA-54,HINA MANZOOR,Pakistan Tehreek-e-Insaf,68687,,
NA-54,ISRAR AHMED KHAN,Pakistan Peoples Party (Shaheed Bhutto),210,,
NA-54,KHURSHEED ANWAR QURESHI,Independent,30,,
NA-54,MALIK IBRAR AHMED,Pakistan Muslim League (N),76336,,
NA-54,MIAN MUHAMMAD ATEEQ SHEIKH,Muttahida Qaumi Movement Pakistan,100,,
NA-54,MUHAMMAD AWAIS SIDDIQI,Jamiat Ulama-e-Pakistan (Noorani),468,,
NA-54,MUHAMMAD AYAZ CHAUDHARY,Jamiat Ulama-e-Islam (F),197,,
NA-54,MUHAMMAD SAQIB NAEEM SHEIKH,Independent,28,,
NA-54,MUHAMMAD SHOAIB,Independent,34,,
NA-54,MUHAMMAD YOUSUF NAWAZ,Jannat Pakistan Party,20,,
NA-54,NADEEM K JOSEPH,Christian Progressive Movement,93,,
NA-54,NASIR MEHMOOD,Independent,555,,
NA-54,NASIR MUNIR AHMED,Independent,64,,
NA-54,RIZWAN AHMED,Jamaat-e-Islami Pakistan,2970,,
NA-54,SARDAR NASEER AHMED,Pakistan Freedom Party,32,,
NA-54,SYED ZAHID ABBAS KAZMI,Pak Wattan Party,30,,
NA-54,TAHIR AQEEL,MUTAHIDA DEENI MAHAZ,1039,,
NA-54,TAHIR IQBAL,Pakistan Sunni Tehreek,327,,
NA-54,TAHIR MEHMOOD AWAN,Independent,124,,
NA-54,ZUMURRAD KHAN,Pakistan Peoples Party Parliamentarians,13185,,
NA-55,ALHAJ MUHAMMAD ASAD BHATTI,Pakistan Peoples Party (Shaheed Bhutto),295,,
NA-55,ALI AHMED KURD,Independent,556,,
NA-55,BASIT ALI,Independent,51,,
NA-55,CH IFTIKHAR AHMED,Pakistan Peoples Party Parliamentarians,6216,,
NA-55,CH WASEEM AHMED,Jamiat Ulama-e-Islam (F),1031,,
NA-55,DR BABUR ZAHEER UDDIN,Jannat Pakistan Party,26,,
NA-55,DR MUHAMMAD SULTAN ALAM,Independent,66,,
NA-55,GHULAM HUSSAIN FAROOQI,Jamiat Ulama-e-Pakistan (Noorani),91,,
NA-55,HABIB ULLAH KHAN,Awami National Party,135,,
NA-55,MAKHDOM MUHAMMAD NIAZ INQLABI,Independent,68,,
NA-55,MALIK RIASAT ALI,Independent,92,,
NA-55,MALIK SHAKEEL AHMED AWAN,Pakistan Muslim League (N),75306,,
NA-55,MIRZA ZULFIQAR AHMED,Aalay Kalam Ullah Farman Rasool (saw),15,,
NA-55,MUHAMMAD AKMAL MIRZA,Independent,20,,
NA-55,MUHAMMAD ALI SHEIKH,Pakistan Insani Haqook Party (Pakistan Human Rights Party),944,,
NA-55,MUHAMMAD ARIF SHAH,Independent,248,,
NA-55,MUHAMMAD HANIF CHAUDHARY,Jamaat-e-Islami Pakistan,2034,,
NA-55,NASAR ULLAH KHAN JARRAL,All Pakistan Muslim League,24,,
NA-55,RAJA AJAZ HUSSAIN,Muttahida Qaumi Movement Pakistan,101,,
NA-55,SARDAR NASEER AHMED,Pakistan Freedom Party,191,,
NA-55,SHEIKH RASHID AHMED,Awami Muslim League Pakistan,88627,,
NA-55,SYED SAEED UL HASSAN RIZVI,Independent,1025,,
NA-55,UMMAR MEHDI RAJA,Independent,179,,
NA-56,Alhaj Muhammad Asad Bhatti,Pakistan Peoples Party (Shaheed Bhutto),75,,
NA-56,Ali Adrees,Pak Wattan Party,62,,
NA-56,Ashfaq Abbasi,Independent,73,,
NA-56,Asif Javeed,Independent,40,,
NA-56,Bin Hur Yousaf,Independent,722,,
NA-56,Chaudhry Hamad Afzal,Independent,10,,
NA-56,Imran Khan,Pakistan Tehreek-e-Insaf,80577,,
NA-56,M Zahid Aziz Alvi Advocate,Independent,59,,
NA-56,Malik Aurang Zaib Awan,Muttahida Qaumi Movement Pakistan,86,,
NA-56,Muhammad Hanif Abbasi,Pakistan Muslim League (N),67221,,
NA-56,Muhammad Zubair Abbasi,Jamiat Ulama-e-Islam (F),272,,
NA-56,Muhammad Zubair Kiani,Independent,26,,
NA-56,Mullana Muhammad Ayaz,Independent,131,,
NA-56,Raja Israr Ahmed Abbasi Advocate,Pakistan Peoples Party Parliamentarians,4091,,
NA-56,Raja Zafar Iqbal,Islamic Republican Party,93,,
NA-56,Raza Ahmed Shah,Jamaat-e-Islami Pakistan,6463,,
NA-56,Saira Khatoon,Pak Justic Party (Haqiqi),26,,
NA-56,Sardar Naseer Ahmed,Pakistan Freedom Party,35,,
NA-56,Wajid Hussain Mughal,Markazi Jamiat Mushaikh Pakistan,24,,
NA-57,Dilshad Hussain Shah,Independent,444,,
NA-57,Hafiz Saeed Ahmed,Jamiat Ulama-e-Pakistan (Noorani),1449,,
NA-57,Haji Muhammad Gulzar Awan,Pakistan Peoples Party Parliamentarians,1807,,
NA-57,Israr Ahmed Sheikh,Jamaat-e-Islami Pakistan,2915,,
NA-57,Maj R Tahir Sadik,Independent,51439,,
NA-57,Malik Ameen Aslam Khan,Pakistan Tehreek-e-Insaf,56007,,
NA-57,Nadeem Raza Khan,Independent,261,,
NA-57,Qari Attique Ur Rehman,Jamiat Ulama-e-Islam (F),5637,,
NA-57,Sheikh Aftab Ahmed,Pakistan Muslim League (N),59920,,
NA-57,Syed Asad Abbas,Independent,250,,
NA-58,Arshad Mehmood,Pakistan Sunni Tehreek,1285,,
NA-58,Malik Ihtebar Khan,Pakistan Muslim League (N),85244,,
NA-58,Malik Mazhar Hussain,Muttahida Qaumi Movement Pakistan,689,,
NA-58,Malik Sohail Khan,Pakistan Tehreek-e-Insaf,74526,,
NA-58,Tahir Saddiq,Independent,59067,,
NA-59,Asif Ali Malik,Pakistan Muslim League (N),59819,,
NA-59,Malik Aurangzeb Awan,Independent,3170,,
NA-59,Maulana Umar Farooq Saddiqui,MUTAHIDA DEENI MAHAZ,643,,
NA-59,Mufti Taj ud Din Rabani,Jamiat Ulama-e-Islam (F),1966,,
NA-59,Muhammad Zain Ellahi,Independent,60284,,
NA-59,Qazi Shehzada Sultan ul Haq,Jamiat Ulama-e-Pakistan (Noorani),375,,
NA-59,Sardar Muhammad Ali Khan,Pakistan Tehreek-e-Insaf,33721,,
NA-59,Sardar Saleem Haider,Pakistan Peoples Party Parliamentarians,31726,,
NA-60,Dr Muhammad Tufail,Independent,129,,
NA-60,HAFIZ ABDUL QADEER,Jamiat Ulama-e-Islam (F),335,,
NA-60,HAIDER WAQAR HUSSAIN,Independent,174,,
NA-60,Major Rtd Tahir Iqbal,Pakistan Muslim League (N),130821,,
NA-60,MOULANA MUHAMMAD AYAZ,Independent,2073,,
NA-60,RAJA MUHAMMAD SANA UL HAQ ADVOCATE,Pakistan Peoples Party Parliamentarians,11101,,
NA-60,RAJA YASSIR HUMAYUN SARFRAZ,Pakistan Tehreek-e-Insaf,48076,,
NA-60,SARDAR GHULAM ABBAS,Independent,100827,,
NA-60,SYED MOHAMMAD AAL I IMRAN,Independent,229,,
NA-61,CH PARVEZ ELAHI,Pakistan Muslim League,99373,,
NA-61,COMMANDER (R) AYOUB MALIK,Awami Warkers Party,634,,
NA-61,DR MAQSOOD HAYAT KHAN,Independent,131,,
NA-61,FAROOQ HUSSAIN SHAH,Jamiat Ulama-e-Islam (F),581,,
NA-61,HAFIZ MALIK MUHAMMAD BASHIR,Pakistan Sunni Tehreek,184,,
NA-61,MALIK MUHAMMAD IRFAN HUSSAIN,Independent,291,,
NA-61,MAQSOOD BEGUM,Independent,3359,,
NA-61,MUHAMMAD AAMIR,Independent,268,,
NA-61,PATHAN KHAN,Independent,299,,
NA-61,SARDAR MANSOOR HAYAT TAMMAN,Pakistan Tehreek-e-Insaf,45892,,
NA-61,SARDAR MUMTAZ KHAN,Pakistan Muslim League (N),114282,,
NA-61,TAHIR MALIK,Independent,126,,
NA-61,ZAFAR IQBAL,Muttahida Qaumi Movement Pakistan,75,,
NA-62,Arshad Iqbal,Muttahida Qaumi Movement Pakistan,350,,
NA-62,Asma Raza,Independent,401,,
NA-62,Chaudhry Khadim Hussain,Pakistan Muslim League (N),102230,,
NA-62,Choudhry Farrukh Altaf,Pakistan Muslim League,36842,,
NA-62,Choudhry Muhammad Saqlain,Pakistan Tehreek-e-Insaf,62880,,
NA-62,Choudhry Shahbaz Hussain,Independent,715,,
NA-62,Mehboob Elahi,Independent,216,,
NA-62,Muhammad Amir Shahid Saleem Mir,Independent,62,,
NA-62,Muhammad Aurangzeb Tariq,Independent,219,,
NA-62,Raja Muhammad Afzal Khan,Pakistan Peoples Party Parliamentarians,8186,,
NA-62,Raja Muhammad Nawaz Kayani,Jamaat-e-Islami Pakistan,2183,,
NA-62,Waheed Ahmad,All Pakistan Muslim League,153,,
NA-63,AGHA SYED SIBTIAN HAIDER SABZWARI,Islami Tehreek Pakistan,182,,
NA-63,FAWAD AHMAD,Pakistan Muslim League,34072,,
NA-63,MALIK IQBAL MEHDI KHAN,Pakistan Muslim League (N),116013,,
NA-63,MIRZA MUHAMMAD JAMEEL RAZA,Muttahida Qaumi Movement Pakistan,196,,
NA-63,MIRZA SAEED MEHMOOD BAIG,Pakistan Tehreek-e-Insaf,42805,,
NA-63,MUHAMMAD ZIA UL HAQ,Jamiat Ulama-e-Islam (F),242,,
NA-63,RAJA AMIR RASHEED,All Pakistan Muslim League,217,,
NA-63,RAJA MUHAMMAD AFZAL KHAN,Millat Party,0,,
NA-63,RAJA MUHAMMAD AFZAL KHAN,Pakistan Peoples Party Parliamentarians,5103,,
NA-63,TAHIR JAMAL MIR,Independent,183,,
NA-63,TARIQ JAVEED JANJUA,Jamaat-e-Islami Pakistan,2895,,
NA-63,UMAR SHAHID,Independent,299,,
NA-63,ZAFAR IQBAL MUGHAL,Independent,563,,
NA-64,Muhammad Ibrahim Shah,Independent,2076,,
NA-64,Nadeem Afzal Gondal,Pakistan Peoples Party Parliamentarians,67212,,
NA-64,Nasreen Fatima,Independent,3774,,
NA-64,Niaz Ahmad Kahoot,Independent,571,,
NA-64,Pir Muhammad Amin ul Hasnat Shah,Pakistan Muslim League (N),151690,,
NA-64,Rana Hafiz Abdul Jabbar Muavia,MUTAHIDA DEENI MAHAZ,336,,
NA-64,Saeed Ur Rehman,Jamiat Ulama-e-Pakistan (Noorani),455,,
NA-64,Syed Farzand Ali Shah,Muttahida Qaumi Movement Pakistan,402,,
NA-64,Waseem Abbas,Pakistan Tehreek-e-Insaf,11813,,
NA-64,Yasir Furqan,Independent,491,,
NA-65,COLNEL EJAZ HUSSAIN MINHAS,Pakistan Tehreek-e-Insaf,8885,,
NA-65,GHIAS AHMAD MELA,Pakistan Muslim League,60558,,
NA-65,MADIHA MAZHAR ALI RANJHA,Independent,10395,,
NA-65,MOHSIN SHAH NAWAZ RANJHA,Pakistan Muslim League (N),102871,,
NA-65,SYED NAVEED ANJUM BUKHARI,Muttahida Qaumi Movement Pakistan,234,,
NA-65,ZUBAIR AHMAD GONDAL,Jamaat-e-Islami Pakistan,6767,,
NA-66,Barrister Abdullah Mumtaz Kahloon,Pakistan Tehreek-e-Insaf,36296,,
NA-66,Chuadhry Javed Anwar Comboh Advocate,Independent,1313,,
NA-66,Chudhary Hamid Hameed,Pakistan Muslim League (N),133085,,
NA-66,Dr Liaqat Ali Khan,Independent,52,,
NA-66,Dr Muhammad Arshad Shahid,Jamaat-e-Islami Pakistan,9492,,
NA-66,Hafiz Ray Abdur Rehman Sahi,Independent,70,,
NA-66,Mahr Muhammad Yar Khan Lak,Independent,127,,
NA-66,Mehr Mansoor Hayat Luk,Independent,996,,
NA-66,Navid Ahmed Aslam Warriach,Independent,56,,
NA-66,Professor Farooq Ahmed Tajra,Pakistan Sunni Tehreek,144,,
NA-66,Rana Sajid Mehmood Advocate,Mohajir Qaumi Movement Pakistan,129,,
NA-66,Syed Muhammad Subtain Shah Naqvi,MUTAHIDA DEENI MAHAZ,84,,
NA-66,Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,29624,,
NA-66,Tayyaba Zameer,All Pakistan Muslim League,670,,
NA-67,Abdullah Mumtaz Kahloon,Independent,759,,
NA-67,Ch Anwar Ali Cheema,Pakistan Muslim League,97361,,
NA-67,Ch Mumtaz Akhtar Kahloon,Independent,1405,,
NA-67,Dr. Zulfiqar Ali Bhatti,Pakistan Muslim League (N),109132,,
NA-67,Malik Muhammad Iqbal Khokhar,Pakistan Sunni Tehreek,184,,
NA-67,Mian Muhammad Cheema,Independent,156,,
NA-67,Muhammad Ali Gujar Advocate,Independent,2007,,
NA-67,Muhammad Sarwar Bhatti,Independent,135,,
NA-67,Nadeem Awan,Independent,433,,
NA-67,Rana Muhammad Riaz Thaikedar,Independent,4103,,
NA-67,Sardar Ahsan Raza Advocate,Pakistan Tehreek-e-Insaf,7011,,
NA-67,Shams Naveed Cheema Advocate,Independent,154,,
NA-68,BARRISTER ABDULLAH MUMTAZ KAHELOON,Independent,130,,
NA-68,CHAUDHARY HOMAYOON RASOOL GUJAR,Independent,334,,
NA-68,CHAUDHARY MUBASHIR AHMED ARAIN,Independent,162,,
NA-68,CHAUDHARY MUMTAZ AHKHTER KAHELOON,Independent,629,,
NA-68,CHAUDHARY SHAFIQUE UR REHMAN GUJAR,Muttahida Qaumi Movement Pakistan,208,,
NA-68,HAJI CHAUDHARY MUHAMMAD ALI ALIAS NADEEM ARAIN,Independent,3374,,
NA-68,MALIK SABEEH ULLAH KHAN,Independent,1160,,
NA-68,MUHAMMAD NAWAZ SHARIF,Pakistan Muslim League (N),140828,,
NA-68,MUHAMMAD OWAIS SHAH,Independent,987,,
NA-68,NOOR HAYAT KALYAR,Pakistan Tehreek-e-Insaf,45584,,
NA-68,QARI ATTA ULLAH DARVAISH,Independent,949,,
NA-68,RANA MUHAMMAD ZEESHAN,MUTAHIDA DEENI MAHAZ,6591,,
NA-68,SARDAR ALI ABBAS KHAN BALOCH,Independent,106,,
NA-68,SYED MUHAMMAD MEHBOOB SHAH HASHMI,Independent,571,,
NA-68,SYED NUSRAT ALI SHAH,Pakistan Peoples Party Parliamentarians,21418,,
NA-69,Alhaj Malik Zaffar Iqbal Awan,All Pakistan Muslim League,1307,,
NA-69,Sumaira Malik,Pakistan Muslim League (N),119193,,
NA-69,Umar Aslam Khan,Pakistan Tehreek-e-Insaf,80331,,
NA-70,ABDULLAH AHMED,Jamiat Ulama-e-Islam (F),7954,,
NA-70,DOCTOR MUHAMMAD RASHID MALIK,Pakistan Peoples Party Parliamentarians,2939,,
NA-70,GUL ASGHAR KHAN,Pakistan Tehreek-e-Insaf,38099,,
NA-70,KHALIL AHMED,Independent,736,,
NA-70,MALIK SHAKIR BASHIR AWAN,Pakistan Muslim League (N),94594,,
NA-70,MALIK ZAFAR IQBAL BORANA,Independent,347,,
NA-70,SARDAR SHUJJA MUHAMMAD KHAN,Independent,64885,,
NA-70,SYED IMRAN HYDER SHAH,Muttahida Qaumi Movement Pakistan,588,,
NA-71,Abdul Azeem Khan almaroof Jimmi Khan,Independent,421,,
NA-71,Abdul Hameed Khan,Muttahida Qaumi Movement Pakistan,143,,
NA-71,AIlama Peer Muhammad Khan Qadri,Independent,329,,
NA-71,Dr Mohammad Khalid Qureshi,Independent,277,,
NA-71,Imran Khan,Pakistan Tehreek-e-Insaf,133224,,
NA-71,Inam Ullah Khan Niazi,Independent,184,,
NA-71,Muhammad Ali Khan,Independent,442,,
NA-71,Muhammad Asghar Khan,Independent,322,,
NA-71,Muhammad Sardar Bahadur Babar Khan of Swans,Independent,4926,,
NA-71,Obaid Ullah Khan Shadi Khel,Pakistan Muslim League (N),73373,,
NA-71,Shaukat Pervez Khan,Pakistan Peoples Party Parliamentarians,924,,
NA-71,Syed Rafiq Ahmad Shah,Independent,1829,,
NA-72,Amjid Ali Khan,Pakistan Tehreek-e-Insaf,126088,,
NA-72,Gul Kamand Khan Yaru Khel,Independent,242,,
NA-72,Humair Hayat Khan Rokhari,Pakistan Muslim League (N),66372,,
NA-72,Inam Ullah Khan Niazi,Independent,8467,,
NA-72,Javed Iqbal,Independent,806,,
NA-72,Malik Khalid Awan,Pakistan Peoples Party Parliamentarians,1102,,
NA-72,Malik Sajjad Bhachar,Independent,27124,,
NA-72,Muhammad Ashraf Khan Niazi,Istehkaam-e-Pakistan Movement Party,163,,
NA-72,Muhammad Ilyas,Muttahida Qaumi Movement Pakistan,213,,
NA-73,ABDUL HAMEED KHAN,Jamaat-e-Islami Pakistan,1593,,
NA-73,ABDUL MAJEED KHAN,Pakistan Muslim League (N),97688,,
NA-73,AMEER MUHAMMAD KHAN,Independent,541,,
NA-73,ASGHAR ALI JARA,Pakistan Peoples Party Parliamentarians,3223,,
NA-73,AZIZ AHMED KHAN MASTI KHEL,Independent,236,,
NA-73,EHSAN ULLAH KHAN BALUCH,Majlis-e-Wahdat-e-Muslimeen Pakistan,10344,,
NA-73,FAROOQ AHMED KHAN HASSAN KHAILI,Independent,390,,
NA-73,MALIK ANZAR ALI KHAWAR,Independent,3358,,
NA-73,MUHAMMAD ARSHAD AWAN,Independent,2246,,
NA-73,MUHAMMAD ARSHAD FAQIR,Pakistan Justice Party,419,,
NA-73,MUHAMMAD KHAN,Independent,123,,
NA-73,MUHAMMAD NAWAZ,Muttahida Qaumi Movement Pakistan,464,,
NA-73,MUHAMMAD SANA ULLAH KHAN MASTI KHAIL,Independent,91068,,
NA-73,NAJEEB ULLAH KHAN Niazi,Independent,3579,,
NA-73,NIGHAT YASMIN BEGUM,Independent,534,,
NA-73,QARI FATEH KHAN,Sunni Ittehad Council,796,,
NA-73,QAZI NAEEM AKHTAR,MUTAHIDA DEENI MAHAZ,577,,
NA-74,Ahmad Nawaz Khan,Independent,95246,,
NA-74,Alama Syed Farman Raza Abidi,Muttahida Qaumi Movement Pakistan,228,,
NA-74,Dr Muhammad Afzal Khan Dhandla,Independent,118196,,
NA-74,Habib Ullah Khan Niwani,Independent,8240,,
NA-74,Hasnain Ijaz Khan Shahani,Pakistan Peoples Party Parliamentarians,13489,,
NA-74,Muddassar Nazeer Utra,Independent,194,,
NA-74,Naveed Zafar Shah,Jamaat-e-Islami Pakistan,1396,,
NA-74,Rafique Ahmad Khan Niazi,Pakistan Tehreek-e-Insaf,6199,,
NA-74,Sardar Sikander Ahmad Khan,Independent,3041,,
NA-74,Syed Mukhtiar Hussain Shah Sherazi,Independent,234,,
NA-75,Chauhdary Adnan Mustafa Buttar,Independent,68,,
NA-75,Chauhdary Khawar Shafiq Ahmad,Independent,54,,
NA-75,Faqeer Hussain Faqeer,Independent,155,,
NA-75,Farooq Ahmad Chatha,Jamaat-e-Islami Pakistan,1499,,
NA-75,Fawad Ahmad Cheema,Pakistan Tehreek-e-Insaf,49131,,
NA-75,Ghulam Rasool Sahi,Pakistan Muslim League (N),130300,,
NA-75,Imtiaz Ahmad Lahra,Independent,58,,
NA-75,Javed Ahmad Chatha,Independent,216,,
NA-75,Khalid Farooq Bajwa,Independent,54,,
NA-75,Mian Rehan Maqbool,Independent,518,,
NA-75,Muhammad Afzal,Muttahida Qaumi Movement Pakistan,191,,
NA-75,Muhammad Asghar,Independent,59,,
NA-75,Muhammad Aslam,Independent,58,,
NA-75,Naseer Ahmad Hundal,Independent,68,,
NA-75,Pir Syed Tahir Ali Kazmi,Independent,999,,
NA-75,Saeed Javed,Independent,138,,
NA-75,Syed Ghulam Abul Hassan Shah,Markazi Jamiat Mushaikh Pakistan,224,,
NA-75,Syedah Huma Tehseen,Independent,896,,
NA-75,Tariq Mahmood Bajwa,Pakistan Peoples Party Parliamentarians,9916,,
NA-75,Zafar Zulqarnain Sahi,Independent,97,,
NA-76,Abdul Majeed,Independent,57,,
NA-76,Abdul Waheed Khan Niazi,Independent,14290,,
NA-76,Choudhary Azhar Hussain,Independent,7146,,
NA-76,Choudhary Muhammad Akram Afzaal,Independent,20,,
NA-76,Choudhary Sana Ullah Qamar Bajwa,Independent,646,,
NA-76,Haji Rashid Ahmed Khan Rana,All Pakistan Muslim League,116,,
NA-76,Maj R Abdul Rehman Rana,Independent,69,,
NA-76,Malik Nawab Sher Wasseer,Pakistan Peoples Party Parliamentarians,35750,,
NA-76,Manzoor Ali Advocate,Independent,19,,
NA-76,Mian Abu Bakar Hamza,Mohajir Qaumi Movement Pakistan,34,,
NA-76,Muhammad Arfan Siddiquei Advocate,MUTAHIDA DEENI MAHAZ,189,,
NA-76,Muhammad Tallal Choudhary,Pakistan Muslim League (N),101797,,
NA-76,Muhammad Waqar Wasi Chaudhary,Pakistan Tehreek-e-Insaf,17758,,
NA-76,Muhammad Yousaf Adil,Independent,73,,
NA-76,Qazi Sibghatullah,Independent,168,,
NA-76,Rai Ijaz Hussain,Independent,33,,
NA-76,Rai Muhammad Shah Jahan Khan karai,Independent,82,,
NA-76,Rai Shuja Tanveer Rahi,Independent,714,,
NA-76,Sadia Khan,Independent,1200,,
NA-76,Sajid Mehmood Qadri,Pakistan Sunni Tehreek,42,,
NA-76,Sardar Akbar Ali Dogar Advocate,Independent,12,,
NA-76,Shafqat Rana,Independent,286,,
NA-76,Shahid Sultan,Muttahida Qaumi Movement Pakistan,296,,
NA-76,Waseem Afzaal,Independent,34,,
NA-76,Yahya Bakhtiar,Jamaat-e-Islami Pakistan,3220,,
NA-76,Zia Shahid Waseer,Independent,60,,
NA-77,Ali Akhtar,Independent,754,,
NA-77,Haji Saith Manzoor Ahmad Gojar,Independent,132,,
NA-77,Malik Ghulam Murtaza Zahid Khichi,Independent,30,,
NA-77,Mehmood Ahmad,Independent,78,,
NA-77,Muhammad Asim Nazeer,Pakistan Muslim League (N),98057,,
NA-77,Muhammad Khan Nadeem,Independent,1439,,
NA-77,Peer Sayed Munir Hussain Shah Noori,Pakistan Sunni Tehreek,488,,
NA-77,Rai Haider Ali Khan,Independent,100,,
NA-77,Rai Muhammad Akram Khan,Jamaat-e-Islami Pakistan,961,,
NA-77,Rai Naeem Asad Kharal,Pakistan Tehreek-e-Insaf,10444,,
NA-77,Rana Asad Elahi Qadri,Independent,259,,
NA-77,Rana Muhammad Taimoor Hamyat,Independent,27,,
NA-77,Sajid Ali,Muttahida Qaumi Movement Pakistan,1179,,
NA-77,Sakhawat Imran,Independent,64,,
NA-77,Sarwar Khan Lashari Advocate High Court,Independent,1962,,
NA-77,Shabir Ahmad,Independent,385,,
NA-77,Zaheer ud din,Pakistan Muslim League,58680,,
NA-78,CHAUDHARY NADEEM,Independent,950,,
NA-78,M AMEEN WATOO,Muttahida Qaumi Movement Pakistan,379,,
NA-78,MAHR GHULAM MUSTAFA MANGAN ADVOCATE,Awami Justice Party,2645,,
NA-78,MUHAMMAD SAFDAR SHAKIR,Independent,45924,,
NA-78,RAJAB ALI KHAN BALOCH,Pakistan Muslim League (N),88162,,
NA-78,SAADULLAH MEHMOOD URF MUHAMMAD YASIR BALOCH,Pakistan Tehreek-e-Insaf,11297,,
NA-78,SAHIBZADA AHMED RAZA KHAN QASOORI,All Pakistan Muslim League,923,,
NA-78,SHAHADAT ALI KHAN BALOCH,Pakistan Peoples Party Parliamentarians,23274,,
NA-78,WAQAR MUSHTAQ TOOR,Independent,3454,,
NA-79,ABDUL RASHEED Chughtai,Independent,94,,
NA-79,ADMIRAL R JAVED IQBAL,Pakistan Falah Party,79,,
NA-79,ADOVATE MUHAMMAD YAQOOB,Independent,325,,
NA-79,ALHAAJ CHOUDHRY ZULFIQAR ALI,Mohib-e-Wattan Nowjawan Inqilabion Ki Anjuman (MNAKA),2476,,
NA-79,AMANULLAH MOHSIN KARANGI,Independent,88,,
NA-79,ANWAR CHOUDHRY,Independent,684,,
NA-79,CHOUDHRY ADIL SABOOR,Pakistan Muslim League,4660,,
NA-79,CHOUDHRY GULZAR HUSSAIN GOHAR ADVOCATE,All Pakistan Muslim League,110,,
NA-79,CHOUDHRY MUHAMMAD ANWAR,Jamaat-e-Islami Pakistan,1438,,
NA-79,CHOUDHRY MUHAMMAD MUSTAQEEM MEHAR,Independent,118,,
NA-79,CHOUDHRY MUHAMMAD SHAHBAZ BABAR,Pakistan Muslim League (N),118516,,
NA-79,CHOUDHRY SAFDAR REHMAN,Independent,2594,,
NA-79,FARKHANDA AMJAD WARAICH,Pakistan National Muslim League,11549,,
NA-79,HAJI MUHAMMAD YASIN,Independent,385,,
NA-79,IMTIAZ ALI,Muttahida Qaumi Movement Pakistan,898,,
NA-79,KHALID ABDULLAH GHAZI,Pakistan Tehreek-e-Insaf,22420,,
NA-79,MUHAMMAD FAROOQ ARSHAD,Independent,149,,
NA-79,MUHAMMAD SARFRAZ AKBAR,Sunni Ittehad Council,1530,,
NA-79,MUHAMMAD USMAN SAEED KHAN,Independent,209,,
NA-79,QARI NASIR MAHMOOD MUGHAL,Awami Justice Party,346,,
NA-79,RANA MUHAMMAD FAROOQ SAEED KHAN,Pakistan Peoples Party Parliamentarians,21716,,
NA-79,RANA ZEESHAN ALI KHAN ADVOCATE,Independent,196,,
NA-79,TAHIRA ANJUM CHOUDHRY,Independent,1981,,
NA-80,Basharat Ali Khan Advocate,Sunni Ittehad Council,1465,,
NA-80,Ch Ghulam Dastageer,All Pakistan Muslim League,482,,
NA-80,Ch Raza Nasrullah Ghuman,Independent,5905,,
NA-80,Khalid Rafee Cheema,Independent,12924,,
NA-80,Mian Muhammad Farooq,Pakistan Muslim League (N),96039,,
NA-80,Mian Muhammad Naeem,Pakistan Tehreek-e-Insaf,25015,,
NA-80,Muhammad Mukhtar,Independent,306,,
NA-80,Muhammad Zafar Iqbal Gujjar,Awami Justice Party,246,,
NA-80,Rana Asif Touseef,Pakistan Muslim League,54427,,
NA-80,Rana Muhammad Adnan Khan,Jamaat-e-Islami Pakistan,1302,,
NA-81,CH DILBAR HUSSAIN GHAFFARI,Awami Muslim League Pakistan,606,,
NA-81,CH TASEER IQBAL,Independent,457,,
NA-81,DOCTOR MUHAMMAD YASEEN,Independent,540,,
NA-81,ENGINEER MUHAMMAD AZEEM RANDHAWA,Jamaat-e-Islami Pakistan,5774,,
NA-81,JAHANZAIB IMTIAZ GILL,Pakistan Tehreek-e-Insaf,28578,,
NA-81,MASHOOD AHSAN GILL,All Pakistan Muslim League,626,,
NA-81,MUHAMMAD YASEEN KHAN,Independent,160,,
NA-81,MUHAMMD SHAHBAZ KISANA ADVOCATE,Independent,7285,,
NA-81,NISAR AHMAD,Pakistan Muslim League (N),122041,,
